player,team,position,league,gls_p90_pct,ast_p90_pct,weight_source,league_strength
Lutsharel Geertruida,Netherlands,DEF,ENG-Premier League,0.25,0.21153846153846154,fbref,1.0
Tomás Araújo,Portugal,DEF,POR-Primeira Liga,0.5535714285714286,0.8511904761904762,fbref,0.8857453754080522
Jan Kuchta,Czechia,FWD,CZE-First League,0.8947368421052632,1.0,fbref,0.8400435255712732
Kwasi Sibo,Ghana,MID,ESP-La Liga,0.12886597938144329,0.10309278350515463,fbref,0.942328618063112
Aurèle Amenda,Switzerland,DEF,GER-Bundesliga,0.19402985074626866,0.26119402985074625,fbref,0.9412404787812839
Malik Tillman,USA,MID,GER-Bundesliga,0.8555555555555555,0.21666666666666667,fbref,0.9412404787812839
Nico Williams,Spain,MID,ESP-La Liga,0.9484536082474226,0.6649484536082474,fbref,0.942328618063112
Alan Núñez,Paraguay,DEF,POR-Primeira Liga,0.5535714285714286,0.8511904761904762,fbref,0.8857453754080522
Jovane Cabral,Cabo Verde,FWD,POR-Primeira Liga,0.9230769230769231,0.07692307692307693,fbref,0.8857453754080522
Adem Arous,Tunisia,DEF,TUR-Super Lig,0.6726190476190477,0.22023809523809523,fbref,0.8563656147986942
Zorhan Bassong,Canada,DEF,USA-MLS,0.43043478260869567,0.14347826086956522,fbref,0.8531011969532101
Facundo Torres,Uruguay,FWD,BRA-Serie A,0.9090909090909091,0.6666666666666666,fbref,0.9042437431991294
Denis Visinsky,Czechia,MID,CZE-First League,1.0,0.3125,fbref,0.8400435255712732
Kobbie Mainoo,England,MID,ENG-Premier League,0.21495327102803738,0.4953271028037383,fbref,1.0
Kristijan Jakic,Croatia,MID,GER-Bundesliga,0.8461538461538461,0.3076923076923077,fbref,0.9412404787812839
Gabriel Rojas,Argentina,DEF,ARG-Primera Division,0.2833333333333333,0.9333333333333333,fbref,0.8781284004352556
Merih Demiral,Türkiye,DEF,SAU-Saudi Pro League,0.930379746835443,0.2721518987341772,fbref,0.8193688792165397
Hakan Çalhanoglu,Türkiye,MID,ITA-Serie A,1.0,0.9158878504672897,fbref,0.9357997823721436
Paul Wanner,Austria,MID,NED-Eredivisie,0.6180555555555556,0.625,fbref,0.8531011969532101
Pascal Groß,Germany,MID,ENG-Premier League,0.26635514018691586,0.7429906542056075,fbref,1.0
Yuito Suzuki,Japan,MID,GER-Bundesliga,0.75,0.5722222222222222,fbref,0.9412404787812839
Tijjani Reijnders,Netherlands,MID,ENG-Premier League,0.883177570093458,0.4953271028037383,fbref,1.0
Jeremy Márquez,Mexico,MID,MEX-Liga MX,0.9722222222222222,0.1388888888888889,fbref,0.8465723612622414
Othmane Maamma,Morocco,MID,ENG2-EFL Championship,0.7955974842767296,0.33647798742138363,fbref,0.884657236126224
Luiz Henrique,Brazil,FWD,ITA-Serie A,0.37850467289719625,0.6542056074766355,fbref,0.9357997823721436
Nasser Al Dawsari,Saudi Arabia,MID,SAU-Saudi Pro League,0.22727272727272727,0.36363636363636365,fbref,0.8193688792165397
Shurandy Sambo,Curaçao,DEF,NED-Eredivisie,0.18354430379746836,0.6582278481012658,fbref,0.8531011969532101
Patrick Wimmer,Austria,MID,GER-Bundesliga,0.75,0.6722222222222223,fbref,0.9412404787812839
Gonzalo Montiel,Argentina,DEF,ARG-Primera Division,1.0,0.9848484848484849,fbref,0.8781284004352556
Matías Galarza,Paraguay,MID,ARG-Primera Division,0.46062992125984253,0.20866141732283464,fbref,0.8781284004352556
Ali Jasim,Iraq,FWD,SAU-Saudi Pro League,0.7058823529411765,0.14705882352941177,fbref,0.8193688792165397
Christian Pulisic,USA,MID,ITA-Serie A,0.8297872340425532,0.8723404255319149,fbref,0.9357997823721436
Kim Min-Jae,Korea Republic,DEF,GER-Bundesliga,0.5746268656716418,0.6791044776119403,fbref,0.9412404787812839
Lewis Ferguson,Scotland,MID,ITA-Serie A,0.37850467289719625,0.11682242990654206,fbref,0.9357997823721436
Zakaria Hawsawi,Saudi Arabia,DEF,SAU-Saudi Pro League,0.7151898734177216,0.759493670886076,fbref,0.8193688792165397
Rubén Vargas,Switzerland,MID,ESP-La Liga,0.5121951219512195,0.926829268292683,fbref,0.942328618063112
Kalidou Koulibaly,Senegal,DEF,SAU-Saudi Pro League,0.7151898734177216,0.9113924050632911,fbref,0.8193688792165397
Jens Castrop,Korea Republic,MID,GER-Bundesliga,0.6444444444444445,0.28888888888888886,fbref,0.9412404787812839
Igor Matanovic,Croatia,FWD,GER-Bundesliga,0.75,0.5,fbref,0.9412404787812839
Martin Baturina,Croatia,MID,ITA-Serie A,0.9523809523809523,0.5714285714285714,fbref,0.9357997823721436
Pavel Sulc,Czechia,MID,FRA-Ligue 1,1.0,0.6153846153846154,fbref,0.9303590859630032
Ramón Juárez,Mexico,DEF,MEX-Liga MX,0.9236111111111112,0.2916666666666667,fbref,0.8465723612622414
Noah Okafor,Switzerland,FWD,ENG-Premier League,0.875,0.25,fbref,1.0
Álex Baena,Spain,MID,ESP-La Liga,0.3780487804878049,0.6341463414634146,fbref,0.942328618063112
Prince Adu,Ghana,FWD,CZE-First League,0.625,0.28125,fbref,0.8400435255712732
Ermin Mahmic,Bosnia and Herzegovina,MID,CZE-First League,0.8870967741935484,0.7419354838709677,fbref,0.8400435255712732
Alex Sandro,Brazil,DEF,BRA-Serie A,0.22272727272727272,0.2772727272727273,fbref,0.9042437431991294
Gianluca Prestianni,Argentina,MID,POR-Primeira Liga,0.7922077922077922,0.961038961038961,fbref,0.8857453754080522
Hjalmar Ekdal,Sweden,DEF,ENG-Premier League,0.22395833333333334,0.22916666666666666,fbref,1.0
Ngal'ayel Mukau,Congo DR,MID,FRA-Ligue 1,0.32051282051282054,0.11538461538461539,fbref,0.9303590859630032
Hadj Mahmoud,Tunisia,MID,SUI-Super League,0.5172413793103449,0.2672413793103448,fbref,0.8433079434167573
Ricardo Rodríguez,Switzerland,DEF,ESP-La Liga,0.24761904761904763,0.6190476190476191,fbref,0.942328618063112
Ramy Bensebaini,Algeria,DEF,GER-Bundesliga,1.0,0.9029850746268657,fbref,0.9412404787812839
Santiago Mele,Uruguay,GK,MEX-Liga MX,0.0,0.0,gk_neutral,0.8465723612622414
Neymar,Brazil,MID,BRA-Serie A,0.8888888888888888,0.1111111111111111,fbref,0.9042437431991294
Carlos Harvey,Panama,MID,USA-MLS,0.8648648648648649,0.3783783783783784,fbref,0.8531011969532101
Eren Elmali,Türkiye,DEF,TUR-Super Lig,0.9666666666666667,0.23333333333333334,fbref,0.8563656147986942
Livano Comenencia,Curaçao,DEF,SUI-Super League,0.2,0.13333333333333333,fbref,0.8433079434167573
Josué Casimir,Haiti,FWD,FRA-Ligue 1,0.11538461538461539,0.07692307692307693,fbref,0.9303590859630032
Lee Kang-In,Korea Republic,MID,FRA-Ligue 1,0.38461538461538464,0.75,fbref,0.9303590859630032
Emiliano Martínez,Uruguay,MID,BRA-Serie A,0.5555555555555556,0.2222222222222222,fbref,0.9042437431991294
Emiliano Martínez,Argentina,GK,ENG-Premier League,0.0,0.0,gk_neutral,1.0
Jehad Thikri,Saudi Arabia,DEF,SAU-Saudi Pro League,0.2468354430379747,0.2721518987341772,fbref,0.8193688792165397
Lyndon Dykes,Scotland,FWD,ENG2-EFL Championship,0.17105263157894737,0.9078947368421053,fbref,0.884657236126224
Lucas Paquetá,Brazil,MID,ENG-Premier League,0.65,0.2,fbref,1.0
Aiden O'Neill,Australia,MID,USA-MLS,0.16956521739130434,0.14347826086956522,fbref,0.8531011969532101
Takefusa Kubo,Japan,MID,ESP-La Liga,0.6907216494845361,0.8814432989690721,fbref,0.942328618063112
Sebastian Tounekti,Tunisia,FWD,SCO-Premiership,0.21428571428571427,0.5357142857142857,fbref,0.823721436343852
Ziyad Al Johani,Saudi Arabia,MID,SAU-Saudi Pro League,0.19047619047619047,0.38095238095238093,fbref,0.8193688792165397
Mojmír Chytil,Czechia,FWD,CZE-First League,1.0,0.28125,fbref,0.8400435255712732
Ermedin Demirovic,Bosnia and Herzegovina,FWD,GER-Bundesliga,0.925,0.7,fbref,0.9412404787812839
Kevin Danso,Austria,DEF,ENG-Premier League,0.22395833333333334,0.22916666666666666,fbref,1.0
David Doudera,Czechia,MID,CZE-First League,0.5689655172413793,0.9137931034482759,fbref,0.8400435255712732
Antonee Robinson,USA,DEF,ENG-Premier League,0.6730769230769231,0.21153846153846154,fbref,1.0
Rodri,Spain,MID,POR-Primeira Liga,0.6346153846153846,0.7307692307692307,fbref,0.8857453754080522
Carl Starfelt,Sweden,DEF,ESP-La Liga,0.24761904761904763,0.22857142857142856,fbref,0.942328618063112
Antonio Rüdiger,Germany,DEF,ESP-La Liga,0.7714285714285715,0.22857142857142856,fbref,0.942328618063112
Riley McGree,Australia,MID,ENG2-EFL Championship,0.9119496855345912,0.8050314465408805,fbref,0.884657236126224
Víctor Guzmán,Mexico,DEF,MEX-Liga MX,0.625,0.2916666666666667,fbref,0.8465723612622414
Alexis Vega,Mexico,FWD,MEX-Liga MX,0.4393939393939394,1.0,fbref,0.8465723612622414
Deveron Fonville,Curaçao,DEF,NED-Eredivisie,0.18354430379746836,0.8291139240506329,fbref,0.8531011969532101
Donyell Malen,Netherlands,FWD,ITA-Serie A,1.0,0.6595744680851063,fbref,0.9357997823721436
Aleksandar Pavlovic,Germany,MID,GER-Bundesliga,0.6666666666666666,0.28888888888888886,fbref,0.9412404787812839
Jorge Ruvalcaba,Mexico,FWD,MEX-Liga MX,0.6363636363636364,0.7272727272727273,fbref,0.8465723612622414
Yusuf Sari,Türkiye,MID,TUR-Super Lig,0.46629213483146065,0.9606741573033708,fbref,0.8563656147986942
Nico González,Argentina,MID,ESP-La Liga,1.0,0.16666666666666666,fbref,0.942328618063112
Hwang Hee-Chan,Korea Republic,FWD,ENG-Premier League,0.3125,0.5,fbref,1.0
Ellyes Skhiri,Tunisia,MID,GER-Bundesliga,0.3076923076923077,0.15384615384615385,fbref,0.9412404787812839
Joel Waterman,Canada,DEF,USA-MLS,0.24436090225563908,0.706766917293233,fbref,0.8531011969532101
Abdukodir Khusanov,Uzbekistan,DEF,ENG-Premier League,0.22395833333333334,0.22916666666666666,fbref,1.0
Kevin Castaño,Colombia,MID,ARG-Primera Division,0.20078740157480315,0.20866141732283464,fbref,0.8781284004352556
Alexéi Domínguez,Mexico,FWD,MEX-Liga MX,0.16666666666666666,0.5757575757575758,fbref,0.8465723612622414
Jason Geria,Australia,DEF,JPN-J1 League,0.24444444444444444,0.25,fbref,0.8487486398258977
Saúl Salcedo,Paraguay,DEF,ARG-Primera Division,0.3143939393939394,0.3143939393939394,fbref,0.8781284004352556
Cherif Ndiaye,Senegal,FWD,TUR-Super Lig,0.6666666666666666,0.5,fbref,0.8563656147986942
Santiago Arias,Colombia,DEF,BRA-Serie A,0.22272727272727272,0.2772727272727273,fbref,0.9042437431991294
Maxim De Cuyper,Belgium,DEF,ENG-Premier League,0.8846153846153846,1.0,fbref,1.0
Dylan Batubinsika,Congo DR,DEF,GRE-Super League,0.29577464788732394,0.34507042253521125,fbref,0.8411316648531011
Ricardo Pepi,USA,FWD,NED-Eredivisie,1.0,0.42857142857142855,fbref,0.8531011969532101
Danilo,Brazil,DEF,BRA-Serie A,0.6772727272727272,0.7,fbref,0.9042437431991294
Habib Diarra,Senegal,MID,ENG-Premier League,0.5841121495327103,0.6121495327102804,fbref,1.0
Jørgen Strand Larsen,Norway,FWD,ENG-Premier League,0.32142857142857145,0.17857142857142858,fbref,1.0
Abdelhamid Aït Boudlal,Morocco,DEF,FRA-Ligue 1,0.958904109589041,0.6643835616438356,fbref,0.9303590859630032
Robert Morales,Paraguay,FWD,MEX-Liga MX,0.5652173913043478,0.6956521739130435,fbref,0.8465723612622414
Antoine Semenyo,Ghana,FWD,ENG-Premier League,1.0,0.6915887850467289,fbref,1.0
Pape Matar Sarr,Senegal,MID,ENG-Premier League,0.5841121495327103,0.9065420560747663,fbref,1.0
Stefan Posch,Austria,DEF,GER-Bundesliga,0.19402985074626866,0.26119402985074625,fbref,0.9412404787812839
Justin Bijlow,Netherlands,GK,ITA-Serie A,0.0,0.0,gk_neutral,0.9357997823721436
Giovani Lo Celso,Argentina,MID,ESP-La Liga,0.711340206185567,0.7783505154639175,fbref,0.942328618063112
Ralph Priso,Canada,MID,USA-MLS,0.32142857142857145,0.6785714285714286,fbref,0.8531011969532101
Marc Pubill,Spain,DEF,ESP-La Liga,0.8095238095238095,0.7047619047619048,fbref,0.942328618063112
Raphinha,Brazil,MID,ESP-La Liga,1.0,0.7073170731707317,fbref,0.942328618063112
Josko Gvardiol,Croatia,DEF,ENG-Premier League,0.96875,0.8958333333333334,fbref,1.0
Lyle Foster,South Africa,FWD,ENG-Premier League,0.5,0.5625,fbref,1.0
Mathías Olivera,Uruguay,DEF,ITA-Serie A,0.2777777777777778,0.16666666666666666,fbref,0.9357997823721436
Martin Ødegaard,Norway,MID,ENG-Premier League,0.32710280373831774,0.9813084112149533,fbref,1.0
Facundo Medina,Argentina,DEF,FRA-Ligue 1,0.2945205479452055,0.7123287671232876,fbref,0.9303590859630032
Irfan Can Kahveci,Türkiye,MID,TUR-Super Lig,0.6797752808988764,0.7359550561797753,fbref,0.8563656147986942
Álvaro Fidalgo,Mexico,MID,MEX-Liga MX,0.42948717948717946,0.16666666666666666,fbref,0.8465723612622414
Saud Abdulhamid,Saudi Arabia,DEF,FRA-Ligue 1,0.6602564102564102,0.9487179487179487,fbref,0.9303590859630032
Maxime Crépeau,Canada,GK,USA-MLS,0.0,0.0,gk_neutral,0.8531011969532101
Fernando Muslera,Uruguay,GK,ARG-Primera Division,0.0,0.0,gk_neutral,0.8781284004352556
Marc Guéhi,England,DEF,ENG-Premier League,0.8854166666666666,0.8177083333333334,fbref,1.0
Gonzalo Plata,Ecuador,FWD,BRA-Serie A,0.7575757575757576,0.3333333333333333,fbref,0.9042437431991294
Nihad Mujakic,Bosnia and Herzegovina,DEF,TUR-Super Lig,0.27976190476190477,0.7321428571428571,fbref,0.8563656147986942
Zaid Romero,Argentina,DEF,ESP-La Liga,0.8095238095238095,0.22857142857142856,fbref,0.942328618063112
Désiré Doué,France,MID,FRA-Ligue 1,0.8461538461538461,0.9230769230769231,fbref,0.9303590859630032
Guillermo Martínez,Mexico,FWD,MEX-Liga MX,0.7608695652173914,0.15217391304347827,fbref,0.8465723612622414
Alaa Al Hejji,Saudi Arabia,MID,SAU-Saudi Pro League,0.8015873015873016,0.4603174603174603,fbref,0.8193688792165397
David Jurásek,Czechia,DEF,CZE-First League,0.44642857142857145,1.0,fbref,0.8400435255712732
Ko Itakura,Japan,DEF,NED-Eredivisie,0.75,0.19444444444444445,fbref,0.8531011969532101
Eray Cömert,Switzerland,DEF,ESP-La Liga,0.9619047619047619,0.7047619047619048,fbref,0.942328618063112
Nahuel Molina,Argentina,DEF,ESP-La Liga,0.9473684210526315,0.9473684210526315,fbref,0.942328618063112
Tino Livramento,England,DEF,ENG-Premier League,0.22395833333333334,0.7135416666666666,fbref,1.0
Amine Gouiri,Algeria,FWD,FRA-Ligue 1,0.9230769230769231,0.8461538461538461,fbref,0.9303590859630032
Guillermo Varela,Uruguay,DEF,BRA-Serie A,0.22272727272727272,0.990909090909091,fbref,0.9042437431991294
Denzel Dumfries,Netherlands,DEF,ITA-Serie A,0.8504672897196262,0.4532710280373832,fbref,0.9357997823721436
Sasa Kalajdzic,Austria,FWD,AUT-Bundesliga,0.7352941176470589,1.0,fbref,0.8291621327529923
Facundo Cambeses,Argentina,GK,ARG-Primera Division,0.0,0.0,gk_neutral,0.8781284004352556
Jayden Nelson,Canada,MID,USA-MLS,0.125,0.84375,fbref,0.8531011969532101
Sidny Cabral,Cabo Verde,DEF,POR-Primeira Liga,1.0,0.9545454545454546,fbref,0.8857453754080522
Anthony Elanga,Sweden,FWD,ENG-Premier League,0.0625,0.34375,fbref,1.0
Gonçalo Ramos,Portugal,FWD,FRA-Ligue 1,0.52,0.42,fbref,0.9303590859630032
Quinten Timber,Netherlands,MID,NED-Eredivisie,0.5625,0.9305555555555556,fbref,0.8531011969532101
Milton Delgado,Argentina,MID,ARG-Primera Division,0.20078740157480315,0.5708661417322834,fbref,0.8781284004352556
Ao Tanaka,Japan,MID,ENG-Premier League,0.6074766355140186,0.07476635514018691,fbref,1.0
Thiago Almada,Argentina,MID,ESP-La Liga,0.6951219512195121,0.24390243902439024,fbref,0.942328618063112
Nicolás Tagliafico,Argentina,DEF,FRA-Ligue 1,0.2945205479452055,0.9863013698630136,fbref,0.9303590859630032
Guido Rodríguez,Argentina,MID,ESP-La Liga,0.8969072164948454,0.10309278350515463,fbref,0.942328618063112
Alexander Prass,Austria,DEF,GER-Bundesliga,0.7166666666666667,0.6333333333333333,fbref,0.9412404787812839
Sergio Rochet,Uruguay,GK,BRA-Serie A,0.0,0.0,gk_neutral,0.9042437431991294
Mamadou Sarr,Senegal,DEF,FRA-Ligue 1,0.2945205479452055,0.23972602739726026,fbref,0.9303590859630032
Ali Ahmed,Canada,MID,ENG2-EFL Championship,0.8805031446540881,0.8773584905660378,fbref,0.884657236126224
Anthony Ralston,Scotland,DEF,SCO-Premiership,0.21568627450980393,0.3235294117647059,fbref,0.823721436343852
Philipp Lienhart,Austria,DEF,GER-Bundesliga,0.6492537313432836,0.26119402985074625,fbref,0.9412404787812839
Ismail Jakobs,Senegal,DEF,TUR-Super Lig,0.27976190476190477,0.7321428571428571,fbref,0.8563656147986942
Ousmane Diomande,Côte d'Ivoire,DEF,POR-Primeira Liga,0.20238095238095238,0.75,fbref,0.8857453754080522
João Neves,Portugal,MID,FRA-Ligue 1,0.8974358974358975,0.4166666666666667,fbref,0.9303590859630032
Lennart Karl,Germany,MID,GER-Bundesliga,0.8722222222222222,0.9333333333333333,fbref,0.9412404787812839
Adil Aouchiche,Algeria,MID,SCO-Premiership,0.4666666666666667,0.13333333333333333,fbref,0.823721436343852
Fabinho,Brazil,MID,SAU-Saudi Pro League,0.45454545454545453,0.5454545454545454,fbref,0.8193688792165397
Koki Ogawa,Japan,FWD,NED-Eredivisie,0.8095238095238095,0.8571428571428571,fbref,0.8531011969532101
Jamiro Monteiro,Cabo Verde,MID,NED-Eredivisie,0.5625,0.7638888888888888,fbref,0.8531011969532101
Alejandro Garnacho,Argentina,MID,ENG-Premier League,0.32710280373831774,0.9299065420560748,fbref,1.0
João Paulo,Cabo Verde,MID,JPN-J1 League,0.44360902255639095,0.43609022556390975,fbref,0.8487486398258977
Nathan Saliba,Canada,MID,USA-MLS,0.5391304347826087,0.14347826086956522,fbref,0.8531011969532101
Kim Seung-Gyu,Korea Republic,GK,JPN-J1 League,0.0,0.0,gk_neutral,0.8487486398258977
Mehdi Taremi,IR Iran,FWD,GRE-Super League,1.0,0.7045454545454546,fbref,0.8411316648531011
Nuno Mendes,Portugal,DEF,FRA-Ligue 1,1.0,1.0,fbref,0.9303590859630032
Jonas Adjetey,Ghana,DEF,SUI-Super League,0.19811320754716982,0.16981132075471697,fbref,0.8433079434167573
Richie Laryea,Canada,DEF,USA-MLS,0.581081081081081,0.44594594594594594,fbref,0.8531011969532101
Jean-Ricner Bellegarde,Haiti,MID,ENG-Premier League,0.13333333333333333,0.3333333333333333,fbref,1.0
Darwin Núñez,Uruguay,FWD,SAU-Saudi Pro League,0.8888888888888888,0.6666666666666666,fbref,0.8193688792165397
Aiman Yahya,Saudi Arabia,MID,SAU-Saudi Pro League,0.9523809523809523,0.9523809523809523,fbref,0.8193688792165397
Telmo Arcanjo,Cabo Verde,MID,POR-Primeira Liga,0.38961038961038963,0.15584415584415584,fbref,0.8857453754080522
Lisandro Martínez,Argentina,DEF,ENG-Premier League,0.22395833333333334,0.22916666666666666,fbref,1.0
Wesley,Brazil,DEF,ITA-Serie A,0.8037383177570093,0.11682242990654206,fbref,0.9357997823721436
Hannibal Mejbri,Tunisia,MID,ENG-Premier League,0.32710280373831774,0.9485981308411215,fbref,1.0
Jorge Sánchez,Mexico,DEF,MEX-Liga MX,0.1388888888888889,0.5277777777777778,fbref,0.8465723612622414
Anis Ben Slimane,Tunisia,MID,ENG2-EFL Championship,0.9559748427672956,0.7327044025157232,fbref,0.884657236126224
Ahmed Qasem,Iraq,MID,USA-MLS,0.7782608695652173,0.45217391304347826,fbref,0.8531011969532101
Mert Müldür,Türkiye,DEF,TUR-Super Lig,0.7857142857142857,0.9404761904761905,fbref,0.8563656147986942
Elías Montiel,Mexico,MID,MEX-Liga MX,0.6538461538461539,0.8525641025641025,fbref,0.8465723612622414
Dylan Bronn,Tunisia,DEF,SUI-Super League,0.19811320754716982,0.6509433962264151,fbref,0.8433079434167573
Endrick,Brazil,FWD,FRA-Ligue 1,0.6153846153846154,1.0,fbref,0.9303590859630032
Sead Kolasinac,Bosnia and Herzegovina,DEF,ITA-Serie A,0.23863636363636365,0.3068181818181818,fbref,0.9357997823721436
Bamba Dieng,Senegal,FWD,FRA-Ligue 1,0.96,0.42,fbref,0.9303590859630032
Noni Madueke,England,FWD,ENG-Premier League,0.5625,0.34375,fbref,1.0
Axel Tuanzebe,Congo DR,DEF,ENG-Premier League,0.7447916666666666,0.22916666666666666,fbref,1.0
Ali Abdi,Tunisia,DEF,FRA-Ligue 1,0.9444444444444444,0.16666666666666666,fbref,0.9303590859630032
Leandro Paredes,Argentina,MID,ARG-Primera Division,0.5748031496062992,0.9921259842519685,fbref,0.8781284004352556
Alidu Seidu,Ghana,DEF,FRA-Ligue 1,0.2945205479452055,0.7876712328767124,fbref,0.9303590859630032
Zeno Debast,Belgium,DEF,POR-Primeira Liga,0.20238095238095238,0.9107142857142857,fbref,0.8857453754080522
José María Giménez,Uruguay,DEF,ESP-La Liga,0.24761904761904763,0.7714285714285715,fbref,0.942328618063112
Andy Robertson,Scotland,DEF,ENG-Premier League,0.796875,0.22916666666666666,fbref,1.0
Nicolás Domínguez,Argentina,MID,ENG-Premier League,0.37850467289719625,0.35514018691588783,fbref,1.0
Deniz Gül,Türkiye,FWD,POR-Primeira Liga,0.6,0.43333333333333335,fbref,0.8857453754080522
Dan Ndoye,Switzerland,FWD,ENG-Premier League,0.37850467289719625,0.35514018691588783,fbref,1.0
Ronaldo Dejesús,Paraguay,DEF,ARG-Primera Division,0.3143939393939394,0.3143939393939394,fbref,0.8781284004352556
Kevin De Bruyne,Belgium,MID,ITA-Serie A,0.9906542056074766,0.8084112149532711,fbref,0.9357997823721436
Wilson Isidor,Haiti,FWD,ENG-Premier League,0.5535714285714286,0.17857142857142858,fbref,1.0
Can Uzun,Türkiye,MID,GER-Bundesliga,1.0,0.8888888888888888,fbref,0.9412404787812839
Hannes Delcroix,Haiti,DEF,SUI-Super League,0.7735849056603774,0.16981132075471697,fbref,0.8433079434167573
Mathías Villasanti,Paraguay,MID,BRA-Serie A,0.14761904761904762,0.1523809523809524,fbref,0.9042437431991294
Jorrel Hato,Netherlands,DEF,ENG-Premier League,0.22395833333333334,0.22916666666666666,fbref,1.0
Ange-Yoan Bonny,Côte d'Ivoire,FWD,ITA-Serie A,0.7127659574468085,0.9787234042553191,fbref,0.9357997823721436
N'Golo Kanté,France,MID,TUR-Super Lig,0.7247191011235955,0.12359550561797752,fbref,0.8563656147986942
Germán Pezzella,Argentina,DEF,ARG-Primera Division,0.3143939393939394,0.3143939393939394,fbref,0.8781284004352556
Nicolás Fonseca,Uruguay,MID,ESP-La Liga,0.12886597938144329,0.10309278350515463,fbref,0.942328618063112
Fabián Ruiz,Spain,MID,FRA-Ligue 1,0.47435897435897434,1.0,fbref,0.9303590859630032
Gilberto Mora,Mexico,MID,MEX-Liga MX,0.696969696969697,0.13636363636363635,fbref,0.8465723612622414
Florian Grillitsch,Austria,MID,POR-Primeira Liga,0.4675324675324675,0.5064935064935064,fbref,0.8857453754080522
Jacob Shaffelburg,Canada,MID,USA-MLS,0.9260869565217391,0.7652173913043478,fbref,0.8531011969532101
Abbosbek Fayzullaev,Uzbekistan,MID,TUR-Super Lig,0.8539325842696629,0.8146067415730337,fbref,0.8563656147986942
Exequiel Palacios,Argentina,MID,GER-Bundesliga,0.1,0.40555555555555556,fbref,0.9412404787812839
Anass Salah-Eddine,Morocco,DEF,NED-Eredivisie,0.18354430379746836,0.20253164556962025,fbref,0.8531011969532101
Isidro Pitta,Paraguay,FWD,BRA-Serie A,0.8571428571428571,0.6964285714285714,fbref,0.9042437431991294
Emmanuel Agbadou,Côte d'Ivoire,DEF,TUR-Super Lig,0.8154761904761905,0.7797619047619048,fbref,0.8563656147986942
Alexandr Sojka,Czechia,MID,CZE-First League,0.6724137931034483,0.15517241379310345,fbref,0.8400435255712732
Oh Hyeon-Gyu,Korea Republic,FWD,TUR-Super Lig,0.6190476190476191,0.5238095238095238,fbref,0.8563656147986942
Gabriel Martinelli,Brazil,MID,ENG-Premier League,0.21875,1.0,fbref,1.0
Juan Espínola,Paraguay,GK,ARG-Primera Division,0.0,0.0,gk_neutral,0.8781284004352556
Jhon Arias,Colombia,MID,BRA-Serie A,0.22727272727272727,0.9696969696969697,fbref,0.9042437431991294
Assane Diao,Senegal,FWD,ITA-Serie A,0.780373831775701,0.5046728971962616,fbref,0.9357997823721436
Esmir Bajraktarevic,Bosnia and Herzegovina,FWD,NED-Eredivisie,0.7948717948717948,0.8717948717948718,fbref,0.8531011969532101
Ronald Araujo,Uruguay,DEF,ESP-La Liga,1.0,0.22857142857142856,fbref,0.942328618063112
Ángel Romero,Paraguay,MID,BRA-Serie A,0.05555555555555555,0.16666666666666666,fbref,0.9042437431991294
Findlay Curtis,Scotland,FWD,SCO-Premiership,0.9333333333333333,0.4,fbref,0.823721436343852
Ousmane Dembélé,France,MID,FRA-Ligue 1,1.0,1.0,fbref,0.9303590859630032
Abdullah Al Khaibari,Saudi Arabia,MID,SAU-Saudi Pro League,0.30952380952380953,0.19047619047619047,fbref,0.8193688792165397
Alexis Gutiérrez,Mexico,MID,MEX-Liga MX,0.5,0.7243589743589743,fbref,0.8465723612622414
Marquinhos,Brazil,DEF,FRA-Ligue 1,0.2945205479452055,0.23972602739726026,fbref,0.9303590859630032
David Møller Wolfe,Norway,DEF,ENG-Premier League,0.25,0.75,fbref,1.0
Jeremie Frimpong,Netherlands,DEF,ENG-Premier League,0.25,0.6923076923076923,fbref,1.0
Franco Mastantuono,Argentina,MID,ESP-La Liga,0.23170731707317074,0.04878048780487805,fbref,0.942328618063112
Mikel Merino,Spain,MID,ENG-Premier League,0.85,0.9166666666666666,fbref,1.0
Pervis Estupiñán,Ecuador,DEF,ITA-Serie A,0.5467289719626168,0.5560747663551402,fbref,0.9357997823721436
Andrés Gómez,Colombia,FWD,BRA-Serie A,0.5523809523809524,0.9809523809523809,fbref,0.9042437431991294
Luka Sucic,Croatia,MID,ESP-La Liga,0.7804878048780488,0.4024390243902439,fbref,0.942328618063112
Ibrahim Bayesh,Iraq,MID,SAU-Saudi Pro League,0.6111111111111112,0.11904761904761904,fbref,0.8193688792165397
Sofiane Boufal,Morocco,MID,FRA-Ligue 1,0.15384615384615385,0.9230769230769231,fbref,0.9303590859630032
Nicolás de la Cruz,Uruguay,MID,BRA-Serie A,0.14761904761904762,0.1523809523809524,fbref,0.9042437431991294
Krépin Diatta,Senegal,MID,FRA-Ligue 1,0.1388888888888889,0.5833333333333334,fbref,0.9303590859630032
Kamaldeen Sulemana,Ghana,FWD,ITA-Serie A,0.8037383177570093,0.5560747663551402,fbref,0.9357997823721436
Nicolas Jackson,Senegal,FWD,GER-Bundesliga,0.85,0.375,fbref,0.9412404787812839
Ibrahim Mbaye,Senegal,FWD,FRA-Ligue 1,0.3076923076923077,0.6923076923076923,fbref,0.9303590859630032
Rodrigo Aguirre,Uruguay,FWD,MEX-Liga MX,0.30434782608695654,0.15217391304347827,fbref,0.8465723612622414
