id,player,position,price,team,abbr,4_Pts,4_PtsCond,4_PPlay,4_xMins,4_xG,4_xA,4_TeamXG,4_TeamXGA,4_PCleanSheet,5_Pts,5_PtsCond,5_PPlay,5_xMins,5_xG,5_xA,5_TeamXG,5_TeamXGA,5_PCleanSheet,6_Pts,6_PtsCond,6_PPlay,6_xMins,6_xG,6_xA,6_TeamXG,6_TeamXGA,6_PCleanSheet,7_Pts,7_PtsCond,7_PPlay,7_xMins,7_xG,7_xA,7_TeamXG,7_TeamXGA,7_PCleanSheet,8_Pts,8_PtsCond,8_PPlay,8_xMins,8_xG,8_xA,8_TeamXG,8_TeamXGA,8_PCleanSheet,ko_total
865,Carlos Harvey,MID,4.9,Panama,PAN,0.031,2.561,0.012,72.01,0.042,0.024,0.666,2.238,0.107,0.005,2.758,0.002,72.01,0.056,0.032,0.887,1.863,0.155,0.001,2.52,0.0,72.01,0.041,0.024,0.644,2.522,0.08,0.0,2.756,0.0,72.01,0.053,0.031,0.843,1.699,0.183,0.0,2.627,0.0,72.01,0.048,0.028,0.761,2.222,0.108,0.04
866,Cristian Martínez,MID,5.3,Panama,PAN,0.033,2.729,0.012,66.02,0.054,0.04,0.666,2.238,0.107,0.006,2.981,0.002,66.02,0.072,0.053,0.887,1.863,0.155,0.001,2.682,0.0,66.02,0.052,0.039,0.644,2.522,0.08,0.0,2.968,0.0,66.02,0.068,0.051,0.843,1.699,0.183,0.0,2.818,0.0,66.02,0.061,0.046,0.761,2.222,0.108,0.04
868,José Luis Rodríguez,MID,5.6,Panama,PAN,0.034,2.804,0.012,65.72,0.042,0.074,0.666,2.238,0.107,0.006,3.08,0.002,65.72,0.056,0.099,0.887,1.863,0.155,0.001,2.755,0.0,65.72,0.041,0.072,0.644,2.522,0.08,0.0,3.062,0.0,65.72,0.054,0.094,0.843,1.699,0.183,0.0,2.904,0.0,65.72,0.048,0.085,0.761,2.222,0.108,0.04
869,Aníbal Godoy,MID,5.6,Panama,PAN,0.029,2.407,0.012,71.96,0.027,0.018,0.666,2.238,0.107,0.005,2.555,0.002,71.96,0.036,0.023,0.887,1.863,0.155,0.001,2.371,0.0,71.96,0.026,0.017,0.644,2.522,0.08,0.0,2.563,0.0,71.96,0.034,0.022,0.843,1.699,0.183,0.0,2.452,0.0,71.96,0.031,0.02,0.761,2.222,0.108,0.04
872,Éric Davis,DEF,3.9,Panama,PAN,0.031,2.575,0.012,68.42,0.108,0.052,0.666,2.238,0.107,0.007,3.602,0.002,68.42,0.143,0.069,0.887,1.863,0.155,0.001,2.101,0.0,68.42,0.104,0.05,0.644,2.522,0.08,0.0,3.847,0.0,68.42,0.136,0.066,0.843,1.699,0.183,0.0,2.764,0.0,68.42,0.123,0.059,0.761,2.222,0.108,0.04
1294,Rustam Ashurmatov,DEF,3.7,Uzbekistan,UZB,0.028,1.372,0.02,77.85,0.02,0.023,0.619,2.44,0.087,0.004,1.565,0.002,77.85,0.021,0.024,0.641,2.322,0.098,0.0,1.0,0.0,77.85,0.021,0.023,0.624,2.698,0.067,0.0,3.188,0.0,77.85,0.032,0.036,0.962,1.535,0.215,0.0,2.874,0.0,77.85,0.03,0.034,0.919,1.671,0.188,0.03
1275,Abdulla Abdullaev,MID,4.2,Uzbekistan,UZB,0.023,1.145,0.02,18.04,0.014,0.011,0.619,2.44,0.087,0.003,1.15,0.002,18.04,0.014,0.012,0.641,2.322,0.098,0.0,1.146,0.0,18.04,0.014,0.011,0.624,2.698,0.067,0.0,1.225,0.0,18.04,0.022,0.017,0.962,1.535,0.215,0.0,1.215,0.0,18.04,0.021,0.017,0.919,1.671,0.188,0.03
1293,Abdukodir Khusanov,DEF,4.3,Uzbekistan,UZB,0.026,1.268,0.02,79.81,0.015,0.012,0.619,2.44,0.087,0.003,1.458,0.002,79.81,0.015,0.012,0.641,2.322,0.098,0.0,0.894,0.0,79.81,0.015,0.012,0.624,2.698,0.067,0.0,3.034,0.0,79.81,0.023,0.018,0.962,1.535,0.215,0.0,2.725,0.0,79.81,0.022,0.018,0.919,1.671,0.188,0.03
703,Mahmoud Al Mardi,FWD,4.2,Jordan,JOR,0.023,3.102,0.007,71.55,0.106,0.078,0.657,2.515,0.081,0.003,3.031,0.001,71.55,0.099,0.073,0.613,2.574,0.076,0.0,2.879,0.0,71.55,0.084,0.062,0.521,3.157,0.043,0.0,2.0,0.0,71.55,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,71.55,0.0,0.0,0.0,0.0,1.0,0.03
1563,Jalal Hassan,GK,3.9,Iraq,IRQ,0.029,1.784,0.016,88.75,0.0,0.0,0.741,2.015,0.133,0.004,1.144,0.003,88.75,0.0,0.0,0.656,2.4,0.091,0.0,0.141,0.0,88.75,0.0,0.0,0.506,3.123,0.044,0.0,9.0,0.0,88.75,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,88.75,0.0,0.0,0.0,0.0,1.0,0.03
1547,Ali Olwan,FWD,4.2,Jordan,JOR,0.025,3.465,0.007,84.35,0.178,0.054,0.657,2.515,0.081,0.004,3.371,0.001,84.35,0.166,0.05,0.613,2.574,0.076,0.0,3.17,0.0,84.35,0.141,0.042,0.521,3.157,0.043,0.0,2.0,0.0,84.35,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,84.35,0.0,0.0,0.0,0.0,1.0,0.03
701,Mousa Al Tamari,FWD,5.6,Jordan,JOR,0.025,3.464,0.007,78.57,0.149,0.095,0.657,2.515,0.081,0.004,3.37,0.001,78.57,0.139,0.089,0.613,2.574,0.076,0.0,3.17,0.0,78.57,0.118,0.075,0.521,3.157,0.043,0.0,2.0,0.0,78.57,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,78.57,0.0,0.0,0.0,0.0,1.0,0.03
718,Kim Moon-Hwan,DEF,3.9,Korea Republic,KOR,0.012,0.013,0.911,13.67,0.002,0.005,0.971,1.868,0.154,0.021,0.075,0.283,13.67,0.002,0.004,0.9,1.791,0.167,-0.001,-0.008,0.083,13.67,0.002,0.004,0.808,1.886,0.152,-0.001,-0.067,0.019,13.67,0.002,0.004,0.816,1.955,0.142,-0.001,-0.052,0.019,13.67,0.002,0.004,0.785,1.937,0.144,0.03
870,Amir Murillo,DEF,5.0,Panama,PAN,0.023,1.857,0.012,81.67,0.029,0.043,0.666,2.238,0.107,0.005,2.663,0.002,81.67,0.038,0.058,0.887,1.863,0.155,0.0,1.403,0.0,81.67,0.028,0.042,0.644,2.522,0.08,0.0,2.959,0.0,81.67,0.036,0.055,0.843,1.699,0.183,0.0,1.947,0.0,81.67,0.033,0.05,0.761,2.222,0.108,0.03
1297,Khojiakbar Alijonov,DEF,3.6,Uzbekistan,UZB,0.028,1.366,0.02,76.38,0.02,0.023,0.619,2.44,0.087,0.004,1.559,0.002,76.38,0.021,0.023,0.641,2.322,0.098,0.0,0.994,0.0,76.38,0.02,0.023,0.624,2.698,0.067,0.0,3.18,0.0,76.38,0.031,0.035,0.962,1.535,0.215,0.0,2.866,0.0,76.38,0.03,0.034,0.919,1.671,0.188,0.03
2026,Fidel Escobar,DEF,3.8,Panama,PAN,0.021,1.721,0.012,84.18,0.023,0.024,0.666,2.238,0.107,0.005,2.485,0.002,84.18,0.031,0.032,0.887,1.863,0.155,0.0,1.27,0.0,84.18,0.022,0.024,0.644,2.522,0.08,0.0,2.791,0.0,84.18,0.029,0.031,0.843,1.699,0.183,0.0,1.792,0.0,84.18,0.027,0.028,0.761,2.222,0.108,0.03
1289,Oston Urunov,MID,5.6,Uzbekistan,UZB,0.026,1.278,0.02,34.66,0.027,0.022,0.619,2.44,0.087,0.003,1.288,0.002,34.66,0.028,0.022,0.641,2.322,0.098,0.0,1.281,0.0,34.66,0.027,0.022,0.624,2.698,0.067,0.0,1.432,0.0,34.66,0.042,0.033,0.962,1.535,0.215,0.0,1.413,0.0,34.66,0.04,0.032,0.919,1.671,0.188,0.03
1296,Farrukh Sayfiev,DEF,3.6,Uzbekistan,UZB,0.027,1.348,0.02,71.29,0.019,0.021,0.619,2.44,0.087,0.003,1.54,0.002,71.29,0.019,0.022,0.641,2.322,0.098,0.0,0.975,0.0,71.29,0.019,0.021,0.624,2.698,0.067,0.0,3.152,0.0,71.29,0.029,0.033,0.962,1.535,0.215,0.0,2.839,0.0,71.29,0.028,0.031,0.919,1.671,0.188,0.03
1295,Sherzod Nasrullaev,DEF,3.7,Uzbekistan,UZB,0.028,1.365,0.02,76.04,0.02,0.023,0.619,2.44,0.087,0.004,1.558,0.002,76.04,0.021,0.023,0.641,2.322,0.098,0.0,0.993,0.0,76.04,0.02,0.023,0.624,2.698,0.067,0.0,3.179,0.0,76.04,0.031,0.035,0.962,1.535,0.215,0.0,2.865,0.0,76.04,0.03,0.033,0.919,1.671,0.188,0.03
1278,Sherzod Esanov,MID,4.7,Uzbekistan,UZB,0.02,1.008,0.02,0.97,0.001,0.001,0.619,2.44,0.087,0.002,1.008,0.002,0.97,0.001,0.001,0.641,2.322,0.098,0.0,1.008,0.0,0.97,0.001,0.001,0.624,2.698,0.067,0.0,1.012,0.0,0.97,0.001,0.001,0.962,1.535,0.215,0.0,1.012,0.0,0.97,0.001,0.001,0.919,1.671,0.188,0.02
1287,Aziz G'aniev,MID,5.3,Uzbekistan,UZB,0.02,1.01,0.02,1.04,0.001,0.001,0.619,2.44,0.087,0.002,1.011,0.002,1.04,0.001,0.001,0.641,2.322,0.098,0.0,1.01,0.0,1.04,0.001,0.001,0.624,2.698,0.067,0.0,1.016,0.0,1.04,0.001,0.002,0.962,1.535,0.215,0.0,1.015,0.0,1.04,0.001,0.002,0.919,1.671,0.188,0.02
1310,Azizbek Amanov,FWD,4.9,Uzbekistan,UZB,0.021,1.047,0.02,3.22,0.006,0.002,0.619,2.44,0.087,0.002,1.049,0.002,3.22,0.006,0.002,0.641,2.322,0.098,0.0,1.047,0.0,3.22,0.006,0.002,0.624,2.698,0.067,0.0,1.073,0.0,3.22,0.009,0.003,0.962,1.535,0.215,0.0,1.07,0.0,3.22,0.009,0.003,0.919,1.671,0.188,0.02
1290,Jamshid Iskanderov,MID,5.7,Uzbekistan,UZB,0.021,1.048,0.02,5.97,0.005,0.004,0.619,2.44,0.087,0.002,1.05,0.002,5.97,0.005,0.004,0.641,2.322,0.098,0.0,1.048,0.0,5.97,0.005,0.004,0.624,2.698,0.067,0.0,1.075,0.0,5.97,0.007,0.006,0.962,1.535,0.215,0.0,1.071,0.0,5.97,0.007,0.006,0.919,1.671,0.188,0.02
647,Mohanad Ali,FWD,4.9,Iraq,IRQ,0.017,1.035,0.016,2.32,0.004,0.002,0.741,2.015,0.133,0.003,1.031,0.003,2.32,0.004,0.002,0.656,2.4,0.091,0.0,1.024,0.0,2.32,0.003,0.001,0.506,3.123,0.044,0.0,1.0,0.0,2.32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.32,0.0,0.0,0.0,0.0,1.0,0.02
1286,Dostonbek Khamdamov,MID,5.1,Uzbekistan,UZB,0.02,1.008,0.02,0.97,0.001,0.001,0.619,2.44,0.087,0.002,1.008,0.002,0.97,0.001,0.001,0.641,2.322,0.098,0.0,1.008,0.0,0.97,0.001,0.001,0.624,2.698,0.067,0.0,1.012,0.0,0.97,0.001,0.001,0.962,1.535,0.215,0.0,1.012,0.0,0.97,0.001,0.001,0.919,1.671,0.188,0.02
881,Cecilio Waterman,FWD,5.0,Panama,PAN,0.016,1.282,0.012,11.64,0.037,0.008,0.666,2.238,0.107,0.003,1.375,0.002,11.64,0.05,0.01,0.887,1.863,0.155,0.0,1.272,0.0,11.64,0.036,0.007,0.644,2.522,0.08,0.0,1.356,0.0,11.64,0.047,0.01,0.843,1.699,0.183,0.0,1.322,0.0,11.64,0.042,0.009,0.761,2.222,0.108,0.02
1307,Igor Sergeev,FWD,6.1,Uzbekistan,UZB,0.021,1.055,0.02,3.79,0.007,0.003,0.619,2.44,0.087,0.002,1.057,0.002,3.79,0.007,0.003,0.641,2.322,0.098,0.0,1.056,0.0,3.79,0.007,0.003,0.624,2.698,0.067,0.0,1.086,0.0,3.79,0.011,0.004,0.962,1.535,0.215,0.0,1.082,0.0,3.79,0.01,0.004,0.919,1.671,0.188,0.02
649,Ali Al Hamadi,FWD,4.7,Iraq,IRQ,0.02,1.204,0.016,12.02,0.022,0.017,0.741,2.015,0.133,0.004,1.18,0.003,12.02,0.019,0.015,0.656,2.4,0.091,0.001,1.139,0.0,12.02,0.015,0.012,0.506,3.123,0.044,0.0,1.0,0.0,12.02,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.02,0.0,0.0,0.0,0.0,1.0,0.02
651,Ali Yousif,FWD,4.2,Iraq,IRQ,0.017,1.056,0.016,3.72,0.007,0.003,0.741,2.015,0.133,0.003,1.049,0.003,3.72,0.006,0.003,0.656,2.4,0.091,0.0,1.038,0.0,3.72,0.005,0.002,0.506,3.123,0.044,0.0,1.0,0.0,3.72,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.72,0.0,0.0,0.0,0.0,1.0,0.02
2030,Tomás Rodríguez,FWD,4.5,Panama,PAN,0.014,1.158,0.012,10.42,0.02,0.007,0.666,2.238,0.107,0.002,1.211,0.002,10.42,0.026,0.009,0.887,1.863,0.155,0.0,1.153,0.0,10.42,0.019,0.007,0.644,2.522,0.08,0.0,1.2,0.0,10.42,0.025,0.009,0.843,1.699,0.183,0.0,1.181,0.0,10.42,0.023,0.008,0.761,2.222,0.108,0.02
1282,Akmal Mozgovoy,MID,4.7,Uzbekistan,UZB,0.022,1.102,0.02,12.72,0.01,0.008,0.619,2.44,0.087,0.002,1.106,0.002,12.72,0.01,0.008,0.641,2.322,0.098,0.0,1.103,0.0,12.72,0.01,0.008,0.624,2.698,0.067,0.0,1.159,0.0,12.72,0.015,0.012,0.962,1.535,0.215,0.0,1.152,0.0,12.72,0.015,0.012,0.919,1.671,0.188,0.02
608,Aria Yousefi,DEF,3.5,IR Iran,IRN,0.067,0.119,0.565,18.78,0.005,0.006,0.844,1.779,0.169,-0.037,-0.23,0.159,18.78,0.005,0.006,0.736,2.175,0.114,-0.004,-0.143,0.03,18.78,0.005,0.006,0.731,2.075,0.125,-0.002,-0.269,0.006,18.78,0.004,0.005,0.711,2.217,0.109,-0.001,-0.212,0.006,18.78,0.004,0.005,0.704,2.152,0.116,0.02
882,César Yanis,FWD,4.4,Panama,PAN,0.014,1.143,0.012,9.38,0.018,0.006,0.666,2.238,0.107,0.002,1.19,0.002,9.38,0.024,0.008,0.887,1.863,0.155,0.0,1.138,0.0,9.38,0.017,0.006,0.644,2.522,0.08,0.0,1.18,0.0,9.38,0.023,0.008,0.843,1.699,0.183,0.0,1.163,0.0,9.38,0.02,0.007,0.761,2.222,0.108,0.02
1312,Utkir Yusupov,GK,3.9,Uzbekistan,UZB,0.022,1.083,0.02,87.4,0.0,0.0,0.619,2.44,0.087,0.003,1.266,0.002,87.4,0.0,0.0,0.641,2.322,0.098,0.0,0.706,0.0,87.4,0.0,0.0,0.624,2.698,0.067,0.0,2.757,0.0,87.4,0.0,0.0,0.962,1.535,0.215,0.0,2.458,0.0,87.4,0.0,0.0,0.919,1.671,0.188,0.02
636,Aimar Sher,MID,5.3,Iraq,IRQ,0.018,1.125,0.016,14.92,0.012,0.011,0.741,2.015,0.133,0.004,1.11,0.003,14.92,0.01,0.01,0.656,2.4,0.091,0.001,1.085,0.0,14.92,0.008,0.007,0.506,3.123,0.044,0.0,1.0,0.0,14.92,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.92,0.0,0.0,0.0,0.0,1.0,0.02
880,José Fajardo,FWD,4.7,Panama,PAN,0.016,1.299,0.012,19.71,0.037,0.013,0.666,2.238,0.107,0.003,1.398,0.002,19.71,0.05,0.017,0.887,1.863,0.155,0.0,1.289,0.0,19.71,0.036,0.013,0.644,2.522,0.08,0.0,1.378,0.0,19.71,0.047,0.016,0.843,1.699,0.183,0.0,1.342,0.0,19.71,0.043,0.015,0.761,2.222,0.108,0.02
885,Orlando Mosquera,GK,3.9,Panama,PAN,0.017,1.403,0.012,85.25,0.0,0.0,0.666,2.238,0.107,0.004,2.068,0.002,85.25,0.0,0.0,0.887,1.863,0.155,0.0,0.959,0.0,85.25,0.0,0.0,0.644,2.522,0.08,0.0,2.398,0.0,85.25,0.0,0.0,0.843,1.699,0.183,0.0,1.428,0.0,85.25,0.0,0.0,0.761,2.222,0.108,0.02
874,Andrés Andrade,DEF,3.7,Panama,PAN,0.02,1.659,0.012,84.63,0.016,0.024,0.666,2.238,0.107,0.005,2.404,0.002,84.63,0.021,0.033,0.887,1.863,0.155,0.0,1.209,0.0,84.63,0.015,0.024,0.644,2.522,0.08,0.0,2.714,0.0,84.63,0.02,0.031,0.843,1.699,0.183,0.0,1.721,0.0,84.63,0.018,0.028,0.761,2.222,0.108,0.02
597,Ramin Rezaeian,DEF,4.0,IR Iran,IRN,0.066,0.117,0.565,18.25,0.005,0.006,0.844,1.779,0.169,-0.037,-0.232,0.159,18.25,0.005,0.005,0.736,2.175,0.114,-0.004,-0.145,0.03,18.25,0.004,0.005,0.731,2.075,0.125,-0.002,-0.271,0.006,18.25,0.004,0.005,0.711,2.217,0.109,-0.001,-0.214,0.006,18.25,0.004,0.005,0.704,2.152,0.116,0.02
688,Noor Al Rawabdeh,MID,4.7,Jordan,JOR,0.02,2.687,0.007,76.54,0.049,0.045,0.657,2.515,0.081,0.003,2.643,0.001,76.54,0.046,0.042,0.613,2.574,0.076,0.0,2.525,0.0,76.54,0.039,0.036,0.521,3.157,0.043,0.0,3.0,0.0,76.54,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,76.54,0.0,0.0,0.0,0.0,1.0,0.02
689,Nizar Al Rashdan,MID,4.9,Jordan,JOR,0.02,2.708,0.007,79.23,0.051,0.046,0.657,2.515,0.081,0.003,2.663,0.001,79.23,0.047,0.043,0.613,2.574,0.076,0.0,2.542,0.0,79.23,0.04,0.037,0.521,3.157,0.043,0.0,3.0,0.0,79.23,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,79.23,0.0,0.0,0.0,0.0,1.0,0.02
2070,Cho Wi-Je,DEF,3.7,Korea Republic,KOR,0.007,0.008,0.911,7.98,0.002,0.003,0.971,1.868,0.154,0.02,0.07,0.283,7.98,0.002,0.003,0.9,1.791,0.167,-0.001,-0.012,0.083,7.98,0.002,0.002,0.808,1.886,0.152,-0.001,-0.072,0.019,7.98,0.002,0.002,0.816,1.955,0.142,-0.001,-0.057,0.019,7.98,0.002,0.002,0.785,1.937,0.144,0.02
2029,Azarías Londoño,FWD,4.4,Panama,PAN,0.014,1.12,0.012,7.92,0.015,0.005,0.666,2.238,0.107,0.002,1.16,0.002,7.92,0.02,0.007,0.887,1.863,0.155,0.0,1.116,0.0,7.92,0.015,0.005,0.644,2.522,0.08,0.0,1.152,0.0,7.92,0.019,0.007,0.843,1.699,0.183,0.0,1.138,0.0,7.92,0.017,0.006,0.761,2.222,0.108,0.02
634,Kevin Yakob,MID,5.1,Iraq,IRQ,0.017,1.057,0.016,6.82,0.005,0.005,0.741,2.015,0.133,0.003,1.051,0.003,6.82,0.005,0.004,0.656,2.4,0.091,0.0,1.039,0.0,6.82,0.004,0.003,0.506,3.123,0.044,0.0,1.0,0.0,6.82,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.82,0.0,0.0,0.0,0.0,1.0,0.02
631,Marko Farji,MID,4.4,Iraq,IRQ,0.018,1.124,0.016,14.87,0.012,0.011,0.741,2.015,0.133,0.004,1.11,0.003,14.87,0.01,0.009,0.656,2.4,0.091,0.001,1.085,0.0,14.87,0.008,0.007,0.506,3.123,0.044,0.0,1.0,0.0,14.87,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.87,0.0,0.0,0.0,0.0,1.0,0.02
630,Zaid Ismael,MID,4.4,Iraq,IRQ,0.017,1.019,0.016,2.32,0.002,0.002,0.741,2.015,0.133,0.003,1.017,0.003,2.32,0.002,0.001,0.656,2.4,0.091,0.0,1.013,0.0,2.32,0.001,0.001,0.506,3.123,0.044,0.0,1.0,0.0,2.32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.32,0.0,0.0,0.0,0.0,1.0,0.02
1568,Ahmed Qasem,MID,4.4,Iraq,IRQ,0.016,1.014,0.016,2.32,0.001,0.001,0.741,2.015,0.133,0.003,1.013,0.003,2.32,0.001,0.001,0.656,2.4,0.091,0.0,1.01,0.0,2.32,0.001,0.001,0.506,3.123,0.044,0.0,1.0,0.0,2.32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.32,0.0,0.0,0.0,0.0,1.0,0.02
867,Yoel Bárcenas,MID,5.6,Panama,PAN,0.013,1.092,0.012,20.87,0.009,0.006,0.666,2.238,0.107,0.002,1.123,0.002,20.87,0.012,0.008,0.887,1.863,0.155,0.0,1.089,0.0,20.87,0.009,0.006,0.644,2.522,0.08,0.0,1.117,0.0,20.87,0.012,0.008,0.843,1.699,0.183,0.0,1.105,0.0,20.87,0.011,0.007,0.761,2.222,0.108,0.02
1543,Ehsan Haddad,DEF,3.5,Jordan,JOR,0.009,1.244,0.007,84.35,0.018,0.024,0.657,2.515,0.081,0.001,1.139,0.001,84.35,0.017,0.022,0.613,2.574,0.076,0.0,0.319,0.0,84.35,0.014,0.019,0.521,3.157,0.043,0.0,9.0,0.0,84.35,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,84.35,0.0,0.0,0.0,0.0,1.0,0.01
690,Yazan Al Arab,DEF,3.7,Jordan,JOR,0.008,1.156,0.007,86.13,0.014,0.013,0.657,2.515,0.081,0.001,1.057,0.001,86.13,0.013,0.012,0.613,2.574,0.076,0.0,0.248,0.0,86.13,0.011,0.01,0.521,3.157,0.043,0.0,9.0,0.0,86.13,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,86.13,0.0,0.0,0.0,0.0,1.0,0.01
1546,Raja'ei Ayed,MID,4.5,Jordan,JOR,0.008,1.122,0.007,17.77,0.011,0.01,0.657,2.515,0.081,0.001,1.114,0.001,17.77,0.011,0.01,0.613,2.574,0.076,0.0,1.097,0.0,17.77,0.009,0.008,0.521,3.157,0.043,0.0,1.0,0.0,17.77,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.77,0.0,0.0,0.0,0.0,1.0,0.01
687,Mohammad Al Daoud,MID,4.7,Jordan,JOR,0.007,1.001,0.007,0.13,0.0,0.0,0.657,2.515,0.081,0.001,1.001,0.001,0.13,0.0,0.0,0.613,2.574,0.076,0.0,1.001,0.0,0.13,0.0,0.0,0.521,3.157,0.043,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.01
709,Yazeed  Abulaila,GK,3.9,Jordan,JOR,0.007,0.971,0.007,84.94,0.0,0.0,0.657,2.515,0.081,0.001,0.883,0.001,84.94,0.0,0.0,0.613,2.574,0.076,0.0,0.099,0.0,84.94,0.0,0.0,0.521,3.157,0.043,0.0,9.0,0.0,84.94,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,84.94,0.0,0.0,0.0,0.0,1.0,0.01
686,Ibrahim Sadeh,MID,4.4,Jordan,JOR,0.008,1.155,0.007,22.67,0.014,0.013,0.657,2.515,0.081,0.001,1.145,0.001,22.67,0.014,0.012,0.613,2.574,0.076,0.0,1.123,0.0,22.67,0.011,0.011,0.521,3.157,0.043,0.0,1.0,0.0,22.67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.67,0.0,0.0,0.0,0.0,1.0,0.01
708,Odeh Fakhoury,FWD,4.0,Jordan,JOR,0.007,1.002,0.007,0.13,0.0,0.0,0.657,2.515,0.081,0.001,1.001,0.001,0.13,0.0,0.0,0.613,2.574,0.076,0.0,1.001,0.0,0.13,0.0,0.0,0.521,3.157,0.043,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.01
1548,Lee Gi-Hyuk,DEF,4.5,Korea Republic,KOR,-0.004,-0.005,0.911,7.98,0.001,0.002,0.971,1.868,0.154,0.017,0.059,0.283,7.98,0.001,0.002,0.9,1.791,0.167,-0.002,-0.023,0.083,7.98,0.001,0.002,0.808,1.886,0.152,-0.002,-0.082,0.019,7.98,0.001,0.002,0.816,1.955,0.142,-0.001,-0.067,0.019,7.98,0.001,0.001,0.785,1.937,0.144,0.01
691,Abdallah Nasib,DEF,3.6,Jordan,JOR,0.009,1.25,0.007,86.18,0.019,0.024,0.657,2.515,0.081,0.001,1.144,0.001,86.18,0.017,0.023,0.613,2.574,0.076,0.0,0.323,0.0,86.18,0.015,0.019,0.521,3.157,0.043,0.0,9.0,0.0,86.18,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,86.18,0.0,0.0,0.0,0.0,1.0,0.01
302,Odilon Kossounou,DEF,4.3,Côte d'Ivoire,CIV,-0.021,-0.022,0.957,22.89,0.006,0.004,0.882,1.944,0.143,0.017,0.072,0.24,22.89,0.006,0.004,0.93,1.838,0.159,0.014,0.206,0.067,22.89,0.006,0.004,0.903,1.673,0.188,-0.001,-0.03,0.021,22.89,0.006,0.003,0.808,1.947,0.143,0.001,0.058,0.021,22.89,0.006,0.004,0.9,1.852,0.157,0.01
707,Ali Azaizeh,FWD,4.0,Jordan,JOR,0.007,1.002,0.007,0.13,0.0,0.0,0.657,2.515,0.081,0.001,1.001,0.001,0.13,0.0,0.0,0.613,2.574,0.076,0.0,1.001,0.0,0.13,0.0,0.0,0.521,3.157,0.043,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.01
702,Mohammad Abu Zraiq,FWD,4.2,Jordan,JOR,0.007,1.002,0.007,0.13,0.0,0.0,0.657,2.515,0.081,0.001,1.002,0.001,0.13,0.0,0.0,0.613,2.574,0.076,0.0,1.001,0.0,0.13,0.0,0.0,0.521,3.157,0.043,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.01
1197,Mert Müldür,DEF,4.1,Türkiye,TUR,0.0,0.002,0.11,33.09,0.014,0.012,1.012,2.026,0.132,0.005,0.159,0.029,33.09,0.015,0.013,1.125,1.863,0.155,0.005,0.517,0.01,33.09,0.017,0.014,1.218,1.438,0.238,0.001,0.182,0.004,33.09,0.014,0.012,1.038,1.82,0.162,0.0,0.114,0.004,33.09,0.014,0.011,0.983,1.89,0.151,0.01
699,Mohammad Abu Al Nadi,DEF,3.5,Jordan,JOR,0.009,1.21,0.007,73.8,0.016,0.021,0.657,2.515,0.081,0.001,1.107,0.001,73.8,0.015,0.019,0.613,2.574,0.076,0.0,0.291,0.0,73.8,0.013,0.016,0.521,3.157,0.043,0.0,9.0,0.0,73.8,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,73.8,0.0,0.0,0.0,0.0,1.0,0.01
722,Kim Tae-Hyeon,DEF,3.6,Korea Republic,KOR,-0.004,-0.004,0.911,7.98,0.001,0.002,0.971,1.868,0.154,0.017,0.059,0.283,7.98,0.001,0.002,0.9,1.791,0.167,-0.002,-0.022,0.083,7.98,0.001,0.002,0.808,1.886,0.152,-0.002,-0.081,0.019,7.98,0.001,0.002,0.816,1.955,0.142,-0.001,-0.066,0.019,7.98,0.001,0.002,0.785,1.937,0.144,0.01
