Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation
1349,Pavel Šulc,"MF,FW",Czechia,25,2000,9,9,764,8.5,2,1,3,2,0,0,0,0,0.24,0.12,0.35,0.24,0.35,Matches,UEFA
1350,Ivan Šunjić,MF,Bosnia-Herzegovina,29,1996,8,8,655,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1353,Josip Šutalo,DF,Croatia,25,2000,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1354,Mattias Svanberg,"MF,FW",Sweden,27,1999,4,2,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1357,Daniel Svensson,"MF,DF",Sweden,23,2002,8,6,527,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1366,Alexander Sørloth,"FW,MF",Norway,30,1995,8,8,583,6.5,5,2,7,5,0,0,1,0,0.77,0.31,1.08,0.77,1.08,Matches,UEFA
1367,Haris Tabakovic,FW,Bosnia-Herzegovina,31,1994,4,1,200,2.2,3,0,3,3,0,0,0,0,1.35,0.0,1.35,1.35,1.35,Matches,UEFA
1370,Jonathan Tah,DF,Germany,29,1996,6,5,447,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1371,Benjamin Tahirovic,MF,Bosnia-Herzegovina,22,2003,10,9,748,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches,UEFA
1377,Nuno Tavares,"DF,MF",Portugal,26,2000,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1379,Aurélien Tchouaméni,MF,France,26,2000,2,2,157,1.7,0,1,1,0,0,0,0,1,0.0,0.57,0.57,0.0,0.57,Matches,UEFA
1386,Florian Thauvin,MF,France,33,1993,3,1,100,1.1,1,0,1,1,0,0,0,0,0.9,0.0,0.9,0.9,0.9,Matches,UEFA
1387,Arthur Theate,DF,Belgium,25,2000,8,6,588,6.5,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,Matches,UEFA
1388,Malick Thiaw,"DF,MF",Germany,24,2001,2,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1392,Morten Thorsby,MF,Norway,29,1996,4,2,134,1.5,0,2,2,0,0,0,1,0,0.0,1.34,1.34,0.0,1.34,Matches,UEFA
1393,Kristian Thorstvedt,MF,Norway,26,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1394,Khéphren Thuram,MF,France,24,2001,3,2,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1395,Marcus Thuram,MF,France,28,1997,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1396,Youri Tielemans,MF,Belgium,28,1997,6,4,384,4.3,3,1,4,2,1,1,0,0,0.7,0.23,0.94,0.47,0.7,Matches,UEFA
1397,Kieran Tierney,"DF,MF",Scotland,28,1997,3,0,46,0.5,1,0,1,1,0,0,1,0,1.96,0.0,1.96,1.96,1.96,Matches,UEFA
1399,Jurriën Timber,DF,Netherlands,24,2001,5,4,333,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1400,Quinten Timber,MF,Netherlands,24,2001,3,1,126,1.4,1,0,1,1,0,0,0,0,0.71,0.0,0.71,0.71,0.71,Matches,UEFA
1408,Ferrán Torres,FW,Spain,25,2000,4,2,261,2.9,2,1,3,2,0,1,0,0,0.69,0.34,1.03,0.69,1.03,Matches,UEFA
1418,Francisco Trincão,"FW,MF",Portugal,26,1999,4,0,127,1.4,0,1,1,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,Matches,UEFA
1419,Leandro Trossard,"MF,FW",Belgium,31,1994,7,5,395,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,Matches,UEFA
1438,Dayot Upamecano,DF,France,27,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1442,Can Uzun,MF,Türkiye,20,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1450,Luciano Valente,MF,Netherlands,22,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1456,Virgil van Dijk,DF,Netherlands,34,1991,8,8,720,8.0,2,0,2,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25,Matches,UEFA
1457,Hans Vanaken,MF,Belgium,33,1992,7,5,424,4.7,2,1,3,2,0,0,0,0,0.42,0.21,0.64,0.42,0.64,Matches,UEFA
1459,Charles Vanhoutte,MF,Belgium,27,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1463,Ruben Vargas,"FW,MF",Switzerland,27,1998,6,6,431,4.8,1,3,4,1,0,0,0,0,0.21,0.63,0.84,0.21,0.84,Matches,UEFA
1465,Nikola Vasilj,GK,Bosnia-Herzegovina,30,1995,10,10,960,10.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1469,Renato Veiga,DF,Portugal,22,2003,4,2,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,UEFA
1477,Micky van de Ven,DF,Netherlands,24,2001,7,5,481,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,Matches,UEFA
1479,Bart Verbruggen,GK,Netherlands,23,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1480,Romeo Vermant,FW,Belgium,22,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1489,Martin Vitík,DF,Czechia,23,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1490,Vitinha,"MF,FW",Portugal,25,2000,6,6,482,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1491,Daniel Vivian,DF,Spain,26,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1494,Nikola Vlašić,MF,Croatia,28,1997,2,1,119,1.3,2,0,2,2,0,0,0,0,1.51,0.0,1.51,1.51,1.51,Matches,UEFA
1499,Stefan de Vrij,DF,Netherlands,33,1992,4,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1504,Luka Vušković,DF,Croatia,18,2007,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1506,Matěj Vydra,FW,Czechia,33,1992,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1508,Kyle Walker,DF,England,35,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1511,Ollie Watkins,"FW,MF",England,30,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1512,Wout Weghorst,FW,Netherlands,33,1992,6,1,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1514,Adam Wharton,MF,England,21,2004,2,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1515,Jacob Widell Zetterström,GK,Sweden,27,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1516,Silvan Widmer,DF,Switzerland,32,1993,6,6,450,5.0,1,0,1,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,Matches,UEFA
1517,Mats Wieffer,"DF,MF",Netherlands,26,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1521,Nico Williams,FW,Spain,23,2002,2,2,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8,Matches,UEFA
1523,Patrick Wimmer,"MF,DF",Austria,24,2001,5,3,220,2.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1525,Florian Wirtz,"MF,FW",Germany,22,2003,6,6,525,5.8,1,2,3,1,0,0,0,0,0.17,0.34,0.51,0.17,0.51,Matches,UEFA
1527,Axel Witsel,"DF,MF",Belgium,37,1989,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1528,Maximilian Wöber,DF,Austria,27,1998,1,1,68,0.8,0,1,1,0,0,0,0,0,0.0,1.32,1.32,0.0,1.32,Matches,UEFA
1531,Nick Woltemade,FW,Germany,23,2002,6,6,479,5.3,4,1,5,4,0,0,0,0,0.75,0.19,0.94,0.75,0.94,Matches,UEFA
1534,Nikolaus Wurmbrand,MF,Austria,20,2006,2,0,20,0.2,1,1,2,1,0,0,0,0,4.5,4.5,9.0,4.5,9.0,Matches,UEFA
1537,Granit Xhaka,MF,Switzerland,33,1992,6,6,525,5.8,2,0,2,0,2,2,0,0,0.34,0.0,0.34,0.0,0.0,Matches,UEFA
1539,Lamine Yamal,FW,Spain,18,2007,2,2,150,1.7,0,3,3,0,0,0,0,0,0.0,1.8,1.8,0.0,1.8,Matches,UEFA
1544,Kenan Yıldız,MF,Türkiye,20,2005,7,7,580,6.4,3,0,3,3,0,0,1,0,0.47,0.0,0.47,0.47,0.47,Matches,UEFA
1545,İsmail Yüksek,"MF,DF",Türkiye,27,1999,6,6,486,5.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1552,Warren Zaïre-Emery,MF,France,19,2006,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1554,Denis Zakaria,"DF,MF",Switzerland,29,1996,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1562,Jaroslav Zelený,"DF,MF",Czechia,33,1992,8,8,682,7.6,0,3,3,0,0,0,2,0,0.0,0.4,0.4,0.0,0.4,Matches,UEFA
1563,Besfort Zeneli,MF,Sweden,23,2002,3,1,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1564,Andi Zeqiri,FW,Switzerland,26,1999,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1573,David Zima,DF,Czechia,25,2000,2,1,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1578,Martín Zubimendi,MF,Spain,26,1999,5,5,365,4.1,1,1,2,1,0,0,0,0,0.25,0.25,0.49,0.25,0.49,Matches,UEFA
1584,Martin Ødegaard,MF,Norway,27,1998,5,5,449,5.0,1,7,8,1,0,0,0,0,0.2,1.4,1.6,0.2,1.6,Matches,UEFA
8,Hossam Abdelmegeed,DF,Egypt,24,2001,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
9,Mohamed Abdelmonem,DF,Egypt,26,1999,6,6,495,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
11,Ali Abdi,DF,Tunisia,32,1993,8,8,718,8.0,1,3,4,0,1,1,0,0,0.13,0.38,0.5,0.0,0.38,Matches,CAF
19,Salis Abdul Samed,MF,Ghana,25,2000,5,5,421,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,Matches,CAF
29,Ahmed Aboul-Fotouh,DF,Egypt,27,1998,1,1,90,1.0,0,2,2,0,0,0,0,0,0.0,2.0,2.0,0.0,2.0,Matches,CAF
30,Francis Abu,MF,Ghana,24,2001,2,1,99,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
35,Elias Achouri,"MF,FW",Tunisia,26,1999,6,5,451,5.0,1,0,1,0,1,1,0,0,0.2,0.0,0.2,0.0,0.0,Matches,CAF
43,Jayden Adams,MF,South Africa,24,2001,2,1,96,1.1,2,0,2,2,0,0,0,0,1.87,0.0,1.87,1.87,1.87,Matches,CAF
45,Ibrahim Adel,MF,Egypt,24,2001,5,2,222,2.5,1,0,1,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,Matches,CAF
53,Simon Adingra,"MF,FW",Côte d'Ivoire,24,2002,10,5,484,5.4,2,3,5,2,0,0,1,0,0.37,0.56,0.93,0.37,0.93,Matches,CAF
56,Jonas Adjetey,DF,Ghana,22,2003,4,3,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
57,Amine Adli,MF,Morocco,25,2000,5,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
60,Jerry Afriyie,FW,Ghana,19,2006,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
62,Emmanuel Agbadou,DF,Côte d'Ivoire,28,1997,5,4,300,3.3,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.3,0.6,Matches,CAF
67,Nayef Aguerd,DF,Morocco,29,1996,7,7,630,7.0,1,2,3,1,0,0,1,0,0.14,0.29,0.43,0.14,0.43,Matches,CAF
68,Lawrence Agyekum,MF,Ghana,22,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
74,Jean-Eudes Aholou,MF,Côte d'Ivoire,31,1994,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
78,Rayan Aït-Nouri,DF,Algeria,24,2001,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
83,Ilias Akhomach,MF,Morocco,21,2004,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
87,Chadrac Akolo,"FW,MF",Congo DR,30,1995,2,0,28,0.3,0,1,1,0,0,0,0,0,0.0,3.21,3.21,0.0,3.21,Matches,CAF
88,Clément Akpa,DF,Côte d'Ivoire,24,2001,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
109,Daniel Amartey,DF,Ghana,31,1994,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
113,Ahmed Amin Ofaa,FW,Egypt,29,1996,2,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
114,Mohamed Amine Madani,DF,Algeria,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
115,Mohamed Amine Tougai,DF,Algeria,26,2000,5,4,437,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
119,Mohamed Amoura,FW,Algeria,25,2000,10,7,742,8.2,10,4,14,8,2,2,1,0,1.21,0.49,1.7,0.97,1.46,Matches,CAF
122,Sofyan Amrabat,MF,Morocco,29,1996,6,6,527,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
126,Leandro Andrade,FW,Cape Verde,26,1999,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
127,Patrick Andrade,MF,Cape Verde,32,1993,4,2,216,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
134,Ebenezer Annan,MF,Ghana,23,2002,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
143,Houssem Aouar,MF,Algeria,27,1998,4,3,241,2.7,1,0,1,1,0,0,1,0,0.37,0.0,0.37,0.37,0.37,Matches,CAF
145,Oswin Appollis,MF,South Africa,24,2001,8,5,489,5.4,2,4,6,2,0,0,0,0,0.37,0.74,1.1,0.37,1.1,Matches,CAF
148,Telmo Arcanjo,"MF,FW",Cape Verde,24,2001,5,3,287,3.2,1,0,1,1,0,0,1,0,0.31,0.0,0.31,0.31,0.31,Matches,CAF
156,Benjamin Asare,GK,Ghana,33,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
157,Majeed Ashimeru,MF,Ghana,28,1997,2,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
158,Emam Ashour,MF,Egypt,27,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
160,Youcef Atal,DF,Algeria,29,1996,8,7,532,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
163,Lawrence Ati-Zigi,GK,Ghana,29,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
167,Marwan Attia,MF,Egypt,27,1998,8,7,618,6.9,0,2,2,0,0,0,4,0,0.0,0.29,0.29,0.0,0.29,Matches,CAF
168,Yahya Attiat Allah,DF,Morocco,30,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
170,Bathusi Aubaas,MF,South Africa,30,1995,7,2,256,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
176,Serge Aurier,DF,Côte d'Ivoire,33,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
184,André Ayew,MF,Ghana,36,1989,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
185,Jordan Ayew,"FW,MF",Ghana,34,1991,10,9,760,8.4,7,7,14,5,2,2,1,0,0.83,0.83,1.66,0.59,1.42,Matches,CAF
188,Neil El Aynaoui,MF,Morocco,24,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
194,Oussama El Azzouzi,MF,Morocco,24,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
196,Iddrisu Baba,MF,Ghana,30,1996,2,2,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
213,Cédric Bakambu,FW,Congo DR,34,1991,9,7,533,5.9,4,2,6,4,0,0,2,0,0.68,0.34,1.01,0.68,1.01,Matches,CAF
216,Monsef Bakrar,FW,Algeria,25,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
225,Michel-Ange Balikwisha,"FW,MF",Congo DR,24,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
242,Simon Banza,FW,Congo DR,29,1996,2,2,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
249,Fawaaz Basadien,DF,South Africa,29,1996,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF
257,Dylan Batubinsika,DF,Congo DR,29,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
261,Vakoun Bayo,FW,Côte d'Ivoire,29,1997,3,1,93,1.0,1,0,1,1,0,0,0,0,0.97,0.0,0.97,0.97,0.97,Matches,CAF
264,Bebé,"FW,MF",Cape Verde,35,1990,4,4,294,3.3,0,1,1,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,Matches,CAF
268,Zineddine Belaid,DF,Algeria,26,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
269,Youcef Belaïli,"FW,MF",Algeria,33,1992,4,0,94,1.0,0,1,1,0,0,0,0,0,0.0,0.96,0.96,0.0,0.96,Matches,CAF
270,Youssef Belammari,DF,Morocco,27,1998,3,3,246,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,Matches,CAF
271,Rafik Belghali,DF,Algeria,23,2002,2,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
273,Firas Ben Arbi,MF,Tunisia,29,1996,2,0,45,0.5,1,0,1,1,0,0,0,0,2.0,0.0,2.0,2.0,2.0,Matches,CAF
275,Mortadha Ben Ouanes,DF,Tunisia,31,1994,4,2,217,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
276,Bechir Ben Said,GK,Tunisia,33,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
277,Eliesse Ben Seghir,"MF,FW",Morocco,20,2005,7,6,394,4.4,1,1,2,1,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches,CAF
278,Anis Ben Slimane,MF,Tunisia,24,2001,2,2,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
281,Ismaël Bennacer,MF,Algeria,28,1997,1,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
282,Saïd Benrahma,"FW,MF",Algeria,30,1995,6,3,276,3.1,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,Matches,CAF
283,Ramy Bensebaini,DF,Algeria,30,1995,6,6,540,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
284,Nabil Bentaleb,MF,Algeria,31,1994,7,5,416,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
285,Yassine Benzia,MF,Algeria,31,1994,4,2,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
288,Dimitry Bertaud,GK,Congo DR,27,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
315,Jeremie Boga,"MF,FW",Côte d'Ivoire,29,1997,3,2,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
319,Willy Boly,DF,Côte d'Ivoire,34,1991,4,4,360,4.0,0,2,2,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF
325,Theo Bongonda,"MF,FW",Congo DR,30,1995,8,4,418,4.6,3,1,4,3,0,0,0,0,0.65,0.22,0.86,0.65,0.86,Matches,CAF
328,Christopher Bonsu-Baah,MF,Ghana,21,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
335,Hicham Boudaoui,MF,Algeria,26,1999,8,6,581,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,Matches,CAF
338,Baghdad Bounedjah,FW,Algeria,34,1991,5,3,256,2.8,3,1,4,3,0,0,2,0,1.05,0.35,1.41,1.05,1.41,Matches,CAF
339,Yassine Bounou,GK,Morocco,34,1991,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
347,Yacine Brahimi,MF,Algeria,35,1990,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
349,Dylan Bronn,DF,Tunisia,30,1995,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
353,Osman Bukari,"FW,MF",Ghana,27,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
357,Rocky Bushiri,DF,Congo DR,26,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
371,Jovane Cabral,"MF,FW",Cape Verde,27,1998,6,5,330,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,Matches,CAF
372,Sidny Cabral,DF,Cape Verde,23,2002,2,1,117,1.3,1,1,2,1,0,0,0,0,0.77,0.77,1.54,0.77,1.54,Matches,CAF
382,Ilay Camara,DF,Senegal,23,2003,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
383,Lamine Camara,MF,Senegal,22,2004,8,5,444,4.9,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,Matches,CAF
410,Ghaylène Chaalali,MF,Tunisia,31,1994,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
411,Fares Chaïbi,MF,Algeria,23,2002,8,5,450,5.0,1,1,2,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,Matches,CAF
416,Firas Chaouat,FW,Tunisia,29,1996,4,1,120,1.3,1,1,2,1,0,0,1,0,0.75,0.75,1.5,0.75,1.5,Matches,CAF
421,Samir Chergui,DF,Algeria,26,1999,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
422,Amine Cherni,"DF,MF",Tunisia,24,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
423,Amin Chiakha,FW,Algeria,19,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
424,Mohamed Chibi,DF,Morocco,33,1993,1,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
440,Brian Cipenga,MF,Congo DR,27,1998,3,0,91,1.0,0,1,1,0,0,0,0,0,0.0,0.99,0.99,0.0,0.99,Matches,CAF
441,Pathé Ciss,"DF,MF",Senegal,31,1994,7,0,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
458,João Pedro Araújo Correia,"DF,FW",Cape Verde,29,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
460,Logan Costa,DF,Cape Verde,24,2001,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
461,Nuno da Costa,"FW,MF",Cape Verde,34,1991,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
465,Alessio da Cruz,FW,Cape Verde,29,1997,3,2,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
468,Cuca,MF,Cape Verde,35,1991,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
470,Ashley Cupido,FW,South Africa,24,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
