Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation,competition
223,Douglas Luiz,MF,Brazil,27,1998,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
224,Alexis Mac Allister,MF,Argentina,27,1998,14,13,1041,11.6,2,0,2,2,0,0,1,0,0.17,0.0,0.17,0.17,0.17,Matches,CONMEBOL,CONMEBOL WCQ
225,Deiver Machado,DF,Colombia,32,1993,5,5,405,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
227,Gabriel Magalhães,DF,Brazil,28,1997,14,14,1225,13.6,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,Matches,CONMEBOL,CONMEBOL WCQ
234,Marquinhos,DF,Brazil,31,1994,18,17,1515,16.8,1,0,1,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06,Matches,CONMEBOL,CONMEBOL WCQ
235,Gabriel Martinelli,MF,Brazil,24,2001,9,4,408,4.5,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,Matches,CONMEBOL,CONMEBOL WCQ
238,Emiliano Martínez,GK,Argentina,33,1992,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
240,Lautaro Martínez,FW,Argentina,28,1997,14,8,738,8.2,4,1,5,4,0,0,2,0,0.49,0.12,0.61,0.49,0.61,Matches,CONMEBOL,CONMEBOL WCQ
241,Lisandro Martínez,DF,Argentina,28,1998,3,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
242,Lucas Martínez Quarta,"DF,MF",Argentina,29,1996,1,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
243,Roger Martínez,FW,Colombia,31,1994,1,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
244,Ronaldo Martínez,FW,Paraguay,29,1996,2,2,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
246,Franco Mastantuono,MF,Argentina,18,2007,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
250,Facundo Medina,DF,Argentina,26,1999,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
267,Lionel Messi,"FW,MF",Argentina,38,1987,12,10,944,10.5,8,3,11,8,0,0,0,0,0.76,0.29,1.05,0.76,1.05,Matches,CONMEBOL,CONMEBOL WCQ
268,Kevin Mier,GK,Colombia,25,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
269,Yerry Mina,DF,Colombia,31,1994,8,5,457,5.1,1,0,1,1,0,0,2,0,0.2,0.0,0.2,0.2,0.2,Matches,CONMEBOL,CONMEBOL WCQ
272,Johan Mojica,DF,Colombia,33,1992,8,8,714,7.9,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,Matches,CONMEBOL,CONMEBOL WCQ
273,Nahuel Molina,DF,Argentina,27,1998,16,14,1260,14.0,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,Matches,CONMEBOL,CONMEBOL WCQ
275,Gonzalo Montiel,DF,Argentina,29,1997,6,4,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
279,Dayro Moreno,"FW,MF",Colombia,40,1985,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
281,Yerson Mosquera,DF,Colombia,24,2001,4,2,175,1.9,1,0,1,1,0,0,1,0,0.51,0.0,0.51,0.51,0.51,Matches,CONMEBOL,CONMEBOL WCQ
282,Lucas Moura,"FW,MF",Brazil,33,1992,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
283,Daniel Muñoz,DF,Colombia,29,1996,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
284,Murillo,DF,Brazil,23,2002,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
289,David Neres,"FW,MF",Brazil,28,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
290,Neymar,MF,Brazil,33,1992,4,4,313,3.5,2,3,5,2,0,1,1,0,0.58,0.86,1.44,0.58,1.44,Matches,CONMEBOL,CONMEBOL WCQ
291,Nino,DF,Brazil,28,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
295,Lucas Ocampos,"FW,MF",Argentina,31,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
296,Braian Ojeda,MF,Paraguay,25,2000,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
303,Leo Ortiz,DF,Brazil,30,1996,2,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
304,Richard Ortiz,MF,Paraguay,35,1990,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
307,Nicolás Otamendi,DF,Argentina,37,1988,17,17,1452,16.1,3,0,3,3,0,0,2,1,0.19,0.0,0.19,0.19,0.19,Matches,CONMEBOL,CONMEBOL WCQ
309,Alfio Oviedo,FW,Paraguay,30,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
313,Exequiel Palacios,MF,Argentina,27,1998,9,1,210,2.3,0,3,3,0,0,0,1,0,0.0,1.29,1.29,0.0,1.29,Matches,CONMEBOL,CONMEBOL WCQ
315,Lucas Paquetá,MF,Brazil,28,1997,7,4,334,3.7,1,1,2,1,0,0,3,0,0.27,0.27,0.54,0.27,0.54,Matches,CONMEBOL,CONMEBOL WCQ
316,Leandro Paredes,MF,Argentina,31,1994,14,6,552,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
317,Paulinho,"FW,MF",Brazil,25,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
320,Nicolás Paz,MF,Argentina,21,2004,4,1,99,1.1,0,1,1,0,0,0,0,0,0.0,0.91,0.91,0.0,0.91,Matches,CONMEBOL,CONMEBOL WCQ
323,Pepê,"FW,MF",Brazil,28,1997,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
324,Andreas Pereira,MF,Brazil,30,1996,2,0,23,0.3,1,0,1,1,0,0,0,0,3.91,0.0,3.91,3.91,3.91,Matches,CONMEBOL,CONMEBOL WCQ
326,Matheus Pereira,"FW,MF",Brazil,29,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
328,Nehuén Pérez,DF,Argentina,25,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
329,Germán Pezzella,DF,Argentina,34,1991,2,1,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
331,Iván Piris,DF,Paraguay,36,1989,2,0,33,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
332,Isidro Pitta,FW,Paraguay,26,1999,5,3,214,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
341,Juan Quintero,MF,Colombia,33,1993,6,1,181,2.0,2,2,4,2,0,0,1,0,0.99,0.99,1.99,0.99,1.99,Matches,CONMEBOL,CONMEBOL WCQ
347,Iván Ramírez,MF,Paraguay,31,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
353,Raphinha,MF,Brazil,29,1996,13,12,1051,11.7,5,2,7,2,3,3,4,0,0.43,0.17,0.6,0.17,0.34,Matches,CONMEBOL,CONMEBOL WCQ
357,Alexsandro Ribeiro,DF,Brazil,26,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
358,Richarlison,FW,Brazil,28,1997,8,5,385,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
360,Richard Ríos,MF,Colombia,25,2000,15,10,986,11.0,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,Matches,CONMEBOL,CONMEBOL WCQ
362,Blas Riveros,DF,Paraguay,27,1998,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
367,James Rodríguez,"MF,FW",Colombia,34,1991,18,14,1239,13.8,3,7,10,2,1,1,0,0,0.22,0.51,0.73,0.15,0.65,Matches,CONMEBOL,CONMEBOL WCQ
370,Rodrygo,"MF,FW",Brazil,25,2001,12,12,964,10.7,3,0,3,3,0,0,1,0,0.28,0.0,0.28,0.28,0.28,Matches,CONMEBOL,CONMEBOL WCQ
371,Matías Rojas,MF,Paraguay,30,1995,3,2,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
372,Robert Rojas,DF,Paraguay,29,1996,5,3,259,2.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
374,Ángel Romero,MF,Paraguay,33,1992,7,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
375,Cristian Romero,DF,Argentina,27,1998,15,15,1260,14.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
380,Gerónimo Rulli,GK,Argentina,33,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
382,Antonio Sanabria,"FW,MF",Paraguay,29,1996,13,8,670,7.4,4,1,5,4,0,0,0,0,0.54,0.13,0.67,0.54,0.67,Matches,CONMEBOL,CONMEBOL WCQ
384,Davinson Sánchez,DF,Colombia,29,1996,12,11,1042,11.6,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,Matches,CONMEBOL,CONMEBOL WCQ
385,Richard Sánchez,MF,Paraguay,29,1996,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
386,Agustín Sández,"DF,MF",Paraguay,25,2001,4,3,222,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
387,Alex Sandro,DF,Brazil,35,1991,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
389,Andrey Santos,MF,Brazil,21,2004,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
390,Douglas Santos,DF,Brazil,31,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
395,Sávio,MF,Brazil,21,2004,6,4,309,3.4,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,Matches,CONMEBOL,CONMEBOL WCQ
399,Caio Henrique Oliveira Silva,DF,Brazil,28,1997,2,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
400,Giuliano Simeone,MF,Argentina,23,2002,7,3,276,3.1,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,CONMEBOL,CONMEBOL WCQ
401,Luis Sinisterra,FW,Colombia,26,1999,6,1,139,1.5,1,1,2,1,0,0,1,0,0.65,0.65,1.29,0.65,1.29,Matches,CONMEBOL,CONMEBOL WCQ
404,Ramón Sosa,"MF,FW",Paraguay,26,1999,17,9,852,9.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
411,Nicolás Tagliafico,DF,Argentina,33,1992,15,14,1246,13.8,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches,CONMEBOL,CONMEBOL WCQ
421,Mateus Uribe,MF,Colombia,34,1991,7,6,414,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22,Matches,CONMEBOL,CONMEBOL WCQ
432,Vanderson,DF,Brazil,24,2001,6,5,442,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
434,Camilo Vargas,GK,Colombia,36,1989,14,14,1256,14.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
438,Raphael Veiga,MF,Brazil,30,1995,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
439,Gustavo Velásquez,DF,Paraguay,34,1991,5,3,344,3.8,0,1,1,0,0,0,2,0,0.0,0.26,0.26,0.0,0.26,Matches,CONMEBOL,CONMEBOL WCQ
442,Wilder Viera,MF,Paraguay,23,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
444,Héctor Villalba,"FW,MF",Paraguay,31,1994,2,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
447,Mathías Villasanti,MF,Paraguay,29,1997,15,8,739,8.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
451,Vitinho,DF,Brazil,26,1999,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
453,Wendell,"DF,MF",Brazil,32,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
454,Wesley,DF,Brazil,22,2003,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
455,Estêvão Willian,"MF,FW",Brazil,18,2007,7,2,211,2.3,1,0,1,1,0,0,0,0,0.43,0.0,0.43,0.43,0.43,Matches,CONMEBOL,CONMEBOL WCQ
10,Michel Aebischer,MF,Switzerland,27,1997,4,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
14,Kristoffer Ajer,DF,Norway,26,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
17,Manuel Akanji,DF,Switzerland,29,1995,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
23,Trent Alexander-Arnold,DF,England,25,1998,4,4,360,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,Matches,UEFA,UEFA Nations League
35,Zeki Amdouni,"FW,MF",Switzerland,23,2000,6,5,383,4.3,3,0,3,2,1,1,0,0,0.7,0.0,0.7,0.47,0.47,Matches,UEFA,UEFA Nations League
36,Aurele Amenda,DF,Switzerland,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
54,Tomás Araújo,DF,Portugal,22,2002,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
79,Loïc Bade,DF,France,24,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
80,Alex Baena,MF,Spain,23,2001,5,2,200,2.2,1,0,1,1,0,0,1,0,0.45,0.0,0.45,0.45,0.45,Matches,UEFA,UEFA Nations League
86,Johan Bakayoko,"FW,MF",Belgium,21,2003,4,0,99,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
98,Bradley Barcola,"MF,FW",France,21,2002,9,4,411,4.6,2,0,2,2,0,0,0,0,0.44,0.0,0.44,0.44,0.44,Matches,UEFA,UEFA Nations League
105,Pablo Barrios,MF,Spain,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
108,Norman Bassette,FW,Belgium,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
124,Jude Bellingham,"MF,FW",England,21,2003,4,4,349,3.9,1,2,3,1,0,0,2,0,0.26,0.52,0.77,0.26,0.77,Matches,UEFA,UEFA Nations League
133,Lasse Berg Johnsen,MF,Norway,24,1999,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
134,Patrick Berg,MF,Norway,26,1997,5,2,186,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
135,Sander Berge,MF,Norway,26,1998,6,5,471,5.2,0,2,2,0,0,0,1,0,0.0,0.38,0.38,0.0,0.38,Matches,UEFA,UEFA Nations League
163,Jarrod Bowen,"FW,MF",England,27,1996,4,0,59,0.7,1,0,1,1,0,0,0,0,1.53,0.0,1.53,1.53,1.53,Matches,UEFA,UEFA Nations League
203,Eduardo Camavinga,MF,France,21,2002,5,2,199,2.2,1,0,1,1,0,0,2,0,0.45,0.0,0.45,0.45,0.45,Matches,UEFA,UEFA Nations League
208,João Cancelo,"MF,DF",Portugal,30,1994,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
213,Dani Carvajal,DF,Spain,32,1992,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
214,Marc Casado,MF,Spain,20,2003,2,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
216,Timothy Castagne,DF,Belgium,28,1995,6,5,436,4.8,0,1,1,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,Matches,UEFA,UEFA Nations League
217,Koen Casteels,GK,Belgium,32,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
234,Rayan Cherki,MF,France,20,2003,2,1,96,1.1,1,1,2,1,0,0,0,0,0.94,0.94,1.87,0.94,1.87,Matches,UEFA,UEFA Nations League
245,Jonathan Clauss,DF,France,31,1992,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
250,Levi Colwill,DF,England,21,2003,3,2,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
252,Kingsley Coman,"FW,MF",France,28,1996,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
253,Eray Cömert,DF,Switzerland,26,1998,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
254,Francisco Conceição,FW,Portugal,21,2002,5,3,238,2.6,1,0,1,1,0,0,0,0,0.38,0.0,0.38,0.38,0.38,Matches,UEFA,UEFA Nations League
259,Diogo Costa,GK,Portugal,24,1999,9,9,870,9.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
260,Samu Costa,MF,Portugal,23,2000,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
264,Pau Cubarsí,DF,Spain,17,2007,3,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
265,Marc Cucurella,DF,Spain,26,1998,7,7,655,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
276,Ameen Al-Dakhil,DF,Belgium,22,2002,2,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
278,Diogo Dalot,DF,Portugal,25,1999,7,5,440,4.9,1,0,1,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,Matches,UEFA,UEFA Nations League
296,Kevin De Bruyne,MF,Belgium,33,1991,2,2,180,2.0,2,0,2,1,1,1,1,0,1.0,0.0,1.0,0.5,0.5,Matches,UEFA,UEFA Nations League
297,Maxim De Cuyper,DF,Belgium,23,2000,4,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,Matches,UEFA,UEFA Nations League
298,Charles De Ketelaere,MF,Belgium,23,2001,4,2,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
299,Zeno Debast,"DF,MF",Belgium,20,2003,6,5,432,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
303,Ousmane Dembélé,"MF,FW",France,27,1997,7,6,536,6.0,2,1,3,2,0,0,0,0,0.34,0.17,0.5,0.34,0.5,Matches,UEFA,UEFA Nations League
311,Rúben Dias,DF,Portugal,27,1997,8,8,780,8.7,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,Matches,UEFA,UEFA Nations League
313,Lucas Digne,DF,France,31,1993,6,5,451,5.0,0,3,3,0,0,0,3,0,0.0,0.6,0.6,0.0,0.6,Matches,UEFA,UEFA Nations League
319,Tiago Djaló,DF,Portugal,24,2000,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
321,Jeremy Doku,"MF,FW",Belgium,22,2002,4,4,331,3.7,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,Matches,UEFA,UEFA Nations League
326,Désiré Doué,MF,France,19,2005,3,1,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
333,Kwadwo Duah,"FW,MF",Switzerland,27,1997,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
338,Julien Duranville,FW,Belgium,18,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
346,Aron Dønnum,MF,Norway,26,1998,4,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
350,Sindre Egeli,"FW,MF",Norway,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
358,Nico Elvedi,DF,Switzerland,27,1996,3,3,231,2.6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
359,Breel Embolo,FW,Switzerland,27,1997,5,5,394,4.4,0,1,1,0,0,1,2,0,0.0,0.23,0.23,0.0,0.23,Matches,UEFA,UEFA Nations League
362,Arne Engels,MF,Belgium,20,2003,4,2,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
367,Eberechi Eze,"FW,MF",England,26,1998,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
369,Wout Faes,DF,Belgium,26,1998,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
372,João Félix,FW,Portugal,24,1999,4,1,123,1.4,1,0,1,1,0,0,0,0,0.73,0.0,0.73,0.73,0.73,Matches,UEFA,UEFA Nations League
374,Bruno Fernandes,MF,Portugal,29,1994,9,9,869,9.7,2,2,4,2,0,0,2,0,0.21,0.21,0.41,0.21,0.41,Matches,UEFA,UEFA Nations League
375,Edimilson Fernandes,DF,Switzerland,28,1996,4,3,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
381,Phil Foden,FW,England,24,2000,2,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
382,Malick Fofana,"FW,MF",Belgium,19,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
383,Youssouf Fofana,MF,France,25,1999,4,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
388,Remo Freuler,MF,Switzerland,32,1992,6,6,530,5.9,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches,UEFA,UEFA Nations League
397,Conor Gallagher,MF,England,24,2000,3,2,158,1.8,1,0,1,1,0,0,1,0,0.57,0.0,0.57,0.57,0.57,Matches,UEFA,UEFA Nations League
401,Aleix García,MF,Spain,27,1997,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
404,Ulisses Garcia,DF,Switzerland,28,1996,3,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA Nations League
